reference_id	shortcitation	fullcitation
211981	McWilliams 1992	McWilliams, W. H. 1992. Forest resources of Alabama. Resource Bulletin SO-170. USDA Forest Service, Southern Forest Experiment Station, New Orleans, LA. 78 pp.
178220	Campbell 1988	Campbell, J. J. N. 1988. Natural vegetation types. Pages 153-171 in: B. Palmer-Ball, Jr., J. N. N. Campbell, M. E. Medley, D. T. Towles, J. R. MacGregor, and R. R. Cicerello. Cooperative inventory of endangered, threatened, sensitive and rare species, Daniel Boone National Forest, Somerset Ranger District. USDA Forest Service, Winchester, KY.
193965	Powell 1985	Powell, J. W. 1985. Physiographic regions of the United States, National Geographic Society. Monograph 3. Pages 65-100.
189933	Johnson 1981b	Johnson, A. F. 1981b. Plant communities of the Napeague Dunes. Bulletin of the Torrey Botanical Club 108:76-84.
199334	Karlin and Lynn 1988	Karlin, E. F., and L. M. Lynn. 1988. Dwarf-shrub bogs of the southern Catskill Mountain region of New York State: Geographic changes in the flora of peatlands in northern New Jersey and southern New York. Bulletin of the Torrey Botanical Club 115:209-217.
488974	Radis 1986	Radis, R. 1986. Rare and endangered plant species within the New Jersey portion of the Delaware Water Gap National Recreation Area. Technical Report. National Park Service. Philadelphia, PA.
179348	Snider 1970	Snider, J. A. 1970. The genus Sphagnum in Illinois. Transactions of the Illinois State Academy of Science 63:329-338.
186070	Felger 1980	Felger, R. S. 1980. Vegetation and flora of the Gran Desierto, Sonora, Mexico. Desert Plants 2(2):87-114.
760818	Poirrier et al. 2010	Poirrier, M. A., K. Burt-Utley, J. F. Utley, and E. A. Spalding. 2010. Submersed aquatic vegetation of the Jean Lafitte National Historical Park and Preserve. Southeastern Naturalist 9(3):477-486.
506836	Wiedemann 1990	Wiedemann, A. M. 1990. The coastal parabola dune system at Sand Lake, Tillamook County, Oregon, U.S.A. Proceedings of the Canadian Symposium on Coastal Sand Dunes 1990:171-194.
181706	Art 1987	Art, H. W. 1987. Patterns of community dynamics in the Sunken Forest: 1967 to 1985 and 1985 to 1986. National Park Service, North Atlantic Regional Office. 66 pp.
184200	Jennings 1979	Jennings, R. H. 1979. Vegetation of the Iron Hill complex, Powderhorn, Colorado: An environmental baseline inventory and analysis. Unpublished thesis. Western State College, Gunnison, CO. 211 pp.
195849	Crawford et al. 1994	Crawford, R. C., C. Chappell, B. Stephens, C. Soper, and D. Rolph. 1994. Inventory and mapping of endangered native ecosystems on Fort Lewis: Final report. Final report to Fort Lewis Military Base, WA. 47 pp.
503876	Kudray et al. 2004	Kudray, G., P. Hendricks, E. Crowe, and S. Cooper. 2004. Riparian forests of the Wild and Scenic Missouri River: Ecology and management. Report to the Lewistown Field Office, Bureau of Land Management. Montana Natural Heritage Program, Helena, MT. 29 pp. plus appendices.
678158	Eichelberger 2011e	Eichelberger, B. 2011e. Pennsylvania Natural Heritage Program. Circumneutral Mixed Shrub Wetland Factsheet. [http://www.naturalheritage.state.pa.us/Community.aspx?=16166] (accessed February 01, 2012)
176237	Booth 1941	Booth, W. E. 1941. Revegetation of abandoned fields in Kansas and Oklahoma. American Journal of Botany 28:415-422.
183452	Erdman 1962	Erdman, J. A. 1962. Ecology of the pinyon-juniper woodland of Wetherill Mesa, Mesa Verde National Park, Colorado. Unpublished thesis, University of Colorado, Boulder. 109 pp.
176915	Dorn 1992	Dorn, R. D. 1992. Vascular plants of Wyoming. Second edition. Mountain West Publishing, Cheyenne, WY. 340 pp.
177525	Henderson et al. 1989	Henderson, J. A., D. A. Peter, R. Lesher, and D. C. Shaw. 1989. Forested plant associations of the Olympic National Forest. R6-ECOL-TP-001-88. USDA Forest Service, Pacific Northwest Region, Portland, OR. 502 pp.
468740	Chappell 1997	Chappell, C. B. 1997. Terrestrial forested plant associations of the Puget Lowland. Draft report. Washington Natural Heritage Program, Washington Department of Natural Resources, Olympia. 36 pp.
198983	Norquist pers. comm.	Norquist, H. C. Personal communication. USDI Fish & Wildlife Service, Endangered Species Field Office, Jackson, MS.
197873	DeSelm et al. 1969	DeSelm, H. R., P. B. Whitford, and J. S. Olson. 1969. The barrens of the Oak Ridge area, Tennessee. The American Midland Naturalist 81:315-330.
191455	Utzig et al. 1986	Utzig, G. F., P. G. Comeau, D. I. Macdonald, M. V. Ketcheson, T. F. Braumandl, A. K. Warner, and G. W. Still. 1986. A field guide for identification and interpretation of ecosystems in the Nelson Forest Region. Ministry of Forests, British Columbia. 81 pp.
187021	Pittman pers. comm.	Pittman, Dr. Albert. Personal communication. South Carolina Heritage Trust, South Carolina Department of Natural Resources, PO Box 167, Columbia, SC 29202. (803)734-3920.
712648	Neuenschwander et al. 1975	Neuenschwander, L. F., S. H. Sharrow, and H. A. Wright. 1975. Review of tobosa grass (Hilaria mutica). Southwestern Naturalist 20(2):255-263.
190000	Schneider and Cochrane 1997	Schneider, G. J., and K. E. Cochrane. 1997. Plant community survey of the Lake Erie drainage. A final report to The Nature Conservancy, Great Lakes Program (Chicago, IL) and The Ohio Chapter (Columbus, OH), and the U.S. Environmental Protection Agency - Great Lakes National Program Office (Chicago, IL). 158 pp.
678163	Podniesinski 2011a	Podniesinski, G. 2011a. Pennsylvania Natural Heritage Program. Alder-leaved Buckthorn - Inland Sedge - Golden Ragwort Shrub Fen Factsheet. [http://www.naturalheritage.state.pa.us/Community.aspx?=30002] (accessed February 01, 2012)
183877	Campbell and Dick-Peddie 1964	Campbell, C. J., and W. A. Dick-Peddie. 1964. Comparison of phreatophyte communities on the Rio Grande in New Mexico. Ecology 45:492-501.
178377	Marye 1955c	Marye, W. B. 1955c. The great Maryland barrens III. Maryland Historical Magazine 50:234-253.
187205	Lesica 1993	Lesica, P. 1993. Using plant community diversity in reserve design for pothole prairie on the Blackfeet Indian Reservation, Montana, USA. Biological Conservation 65:69-75.
201638	Lesica 1992	Lesica, P. 1992. Autecology of the endangered plant Howellia aquatilis: Implications for management and reserve design. Ecological Applications 2(4):411-421.
761494	Bartolome 1981	Bartolome, J. W. 1981. Stipa pulchra, survivor from pristine prairie. Fremontia 9:3-6.
201935	Tisdale and Hironaka 1981	Tisdale, E. W., and M. Hironaka. 1981. The sagebrush-grass region: A review of the ecological literature. University of Idaho Forest, Wildlife, and Range Experiment Station Bulletin 33, Contribution 29. Moscow. 31 pp.
193137	Plemons 1977	Plemons, C. L. 1977. Some ordinations of forest vegetation of the western Siskiyou Mountains, Oregon. Unpublished M.S. research paper. Department of Geography, Oregon State University, Corvallis. 42 pp.
506844	Byrd 1950	Byrd, N .L. 1950. Vegetation zones of coastal dunes near Waldport, OR. M.S. thesis, Oregon State University, Corvallis. 44 pp.
180844	Holpp 1977	Holpp, F. A. 1977. Vegetative composition and soil analysis of selected playas of Campbell County, Wyoming. M.S. thesis, Range Management Section, University of Wyoming, Laramie.
198721	Mine Reclamation Consultants 1977	Mine Reclamation Consultants. 1977. Buckskin Mine Application No. 500-T2, on file at Wyoming Department of Environmental Quality, Land Quality Division, Cheyenne.
671217	Allen et al. 2001a	Allen, C. M., M. Vidrine, B. Borsari, and L. Allain. 2001a. Vascular flora of the Cajun Prairie of southwestern Louisiana. Pages 35-41 in: N. P. Bernstein and L. J. Ostrander, editors. Proceedings of the 17th North American Prairie Conference. Seeds for the Future; Roots of the Past. North Iowa Area Community College, Mason City, IA.
191499	Alexander 1967	Alexander, T. R. 1967. A tropical hammock on the Miami (Florida) limestone--A twenty-five-year study. Ecology 48:863-867.
503947	Henderson 1979	Henderson, J. A. 1979. Plant succession on the Alnus rubra / Rubus spectabilis habitat type in western Oregon. Northwest Science 53:200-211.
178502	Muldavin et al. 1998c	Muldavin, E., et al. 1998c. Plant community inventory for Fort Bliss. Unpublished report in preparation by the New Mexico Natural Heritage Program, Albuquerque, NM.
199753	Wells 1970b	Wells, P. V. 1970b. Historical factors controlling vegetation patterns and floristic distributions in the central plains region of North America. Pages 211-221 in: W. Dort and J. D. Jones, editors. Pleistocene and recent environments of the central Great Plains. University of Kansas Press, Lawrence.
184609	Townsend 1966	Townsend, T. W. 1966. Plant characteristics relating to the desirability of rehabilitating the Arctostaphylos patula-Ceanothus velutinus-Ceanothus prostratus association on the east slope of the Sierra Nevada. Unpublished thesis, University of Nevada, Reno. 90 pp.
194464	Roughton 1972	Roughton, R. D. 1972. Shrub age structures on a mule deer winter range in Colorado. Ecology 53(4):615-625.
201832	Kerr et al. 1980	Kerr, A., Jr., B. J. Griffis, J. W. Powell, J. P. Edwards, R. L Venson, J. K. Long, and W. W. Kilpatrick. 1980. Soil survey of Rapides Parish, Louisiana. USDA Soil Conservation Service and Forest Service, and Louisiana Agricultural Experiment Station. 87 pp. plus maps.
200457	Duever et al. 1984	Duever, M. J., J. F. Meeder, and L. C. Duever. 1984. Ecosystems of the Big Cypress Swamp. Pages 294-303 in: K. C. Ewel and H. T. Odum, editors. Cypress swamps. University of Florida Press, Gainesville.
678107	Gawin et al. 2001	Gawin, L., K. Lutz, D. Mikesic, and D. Stevenson. 2001. Fort Stewart inventory final report. U.S. Department of Defense, Department of the Army. Headquarters 24th Mechanized Division, Fort Stewart, GA. In partnership with The Nature Conservancy, Special Projects Office, Pembroke, GA.
193442	Adams pers. comm.	Adams, Bill. Personal communication. U.S. Army Corps of Engineers. <William.F.Adams@saw02.usace.army.mil>
808438	Vankat and Major 1978	Vankat, J. L., and J. Major. 1978. Vegetation changes in Sequoia National Park, California. Journal of Biogeography 5:377-402.
182160	Nesser et al. 1997	Nesser, J. A., G. L. Ford, C. L. Maynard, and D. S. Page-Dumroese. 1997. Ecological units of the Northern Region: Subsections. General Technical Report INT-GTR-369. USDA Forest Service, Intermountain Research Station, Ogden, UT. 88 pp.
189938	Hoisington 1937	Hoisington, P. B. 1937. Aspection in a central Oklahoma tension zone area. Unpublished M.S. thesis, University of Oklahoma, Norman.
215468	Soil Conservation Service 1986b	Soil Conservation Service. 1986b. Soil survey of Grant Parish, Louisiana. Prepared by Kilpatrick, W. W., C. Henry, Jr., J. Ragus, A. Ardoin, P. Mason, and E. Williams. USDA Soil Conservation Service, in cooperation with USDA Forest Service, the Louisiana Agricultural Experiment Station, and the Louisiana State Soil and Water Conservation Committee. 141 pp. plus maps.
188843	Johnson et al. 1992b	Johnson, A. F., J. W. Muller, and K. A. Bettinger. 1992b. An assessment of Florida's remaining coastal upland natural communities: Southeast Florida. The Nature Conservancy, Florida Natural Areas Inventory, Tallahassee. 29 pp. plus appendices.
649591	Godfrey and Godfrey 1976	Godfrey, P. J., and M. M. Godfrey. 1976. Barrier island ecology of Cape Lookout National Seashore and vicinity, North Carolina. USDI National Park Service. Scientific Monography No. 9. 160 pp.
197105	TPWD 1989a	TPWD [Texas Parks and Wildlife Department]. 1989a. Department lands inventory: Fairfield Lake State Recreation Area -- Summary of representative plant communities. October 1989. Texas Parks and Wildlife Department, Parks Division, Austin, TX. 13 pp. including species checklist.
342635	Wyoming CBM Clearinghouse 2003	Wyoming CBM Clearinghouse. 2003. University of Wyoming, Ruckleshaus Institute and School of Environment and Natural Resources and Wyoming Geographic Information Science Center. [http://www.cbmclearinghouse.info/] (accessed July 26, 2004).
191478	Mayo 1971	Mayo, J. E. 1971. A comparative study of the forest floor produced by three age-class stands of Pinus ponderosa. Unpublished thesis, University of Colorado, Boulder. 44 pp.
211965	Hoagland 2002	Hoagland, B. W. 2002. A classification and analysis of emergent wetland vegetation in western Oklahoma. Proceedings of the Oklahoma Academy of Science 82:5-14.
188154	Fountain and Sweeney 1987	Fountain, M. S., and J. M. Sweeney. 1987. Ecological assessment of the Lake Winona Research Natural Area. Research Paper SO-235. USDA Forest Service, Southern Forest Experiment Station, New Orleans, LA. 14 pp.
191267	Kurz 1942	Kurz, H. 1942. Florida dunes and scrub, vegetation and geology. Florida Department of Conservation, Geologic Survey. Geologic Survey Bulletin No. 23. Tallahassee. 154 pp.
189951	Rentch et al. 2000	Rentch, J. S., H. S. Adams, R. B. Coxe, and S. L. Stephenson. 2000. An ecological study of a Carolina hemlock (Tsuga caroliniana) community in southwestern Virginia. Castanea 65(1):1-8.
188764	Hack and Goodlett 1960	Hack, J. T., and J. C. Goodlett. 1960. Geomorphology and forest ecology of a mountain region in the Central Appalachians. U.S. Geological Survey Professional Paper 347. 66 pp.
182855	Steinauer and Rolfsmeier 2000	Steinauer, G., and S. Rolfsmeier. 2000. Terrestrial natural communities of Nebraska. Unpublished report of the Nebraska Game and Parks Commission. Lincoln, NE. 143 pp.
187912	Cole 1996	Cole, N. K. 1996. Cover type map and vegetation classification of the Shoshone Falls study area, southwestern Idaho. Technical appendix E.3.3-A for new license application: Shoshone Falls (FERC No. 2778), Volume 2. Idaho Power Company, Boise ID. 38 pp. plus appendices.
196648	Pieper 1968	Pieper, R. D. 1968. Comparison of vegetation on grazed and ungrazed pinyon-juniper grassland sites in south-central New Mexico. Journal of Range Management 21:51-53.
